gene	突变类型	突变频率	相关通路	PMID	文献类型	IF	年份	引用量	备注	Drug_anno(敏感增加或.)	Drug_anno(毒性增加或敏感降低或耐药提高)
IDH1		15.00%		26405193	research	8.39	2015	19		AG-120:NCT02073994, 23558169;Dasatinib:NCT02428855;Venetoclax:PMID: 27520294||Dasatinib:PMID: 27231123	None
IDH2	mut	11.70%	Epigenetic modifiers	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	AG-221:AACR 2014 (abstr CT103)||AG-221:AACR 2014 (abstr CT103)||Dasatinib:NCT02428855;Venetoclax:PMID: 27520294||Dasatinib:PMID: 27231123	None
IGF2R		18.00%		27838634	Review	5.03	2017	8		None	None
IGF2R	mut	10/928 (1.1)	IGF signalling	26099984	Review	4.91	2015	86		None	None
IGSF10	mut	3.3%(4/120)		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	None	None
IGSF10	mut	3.3%(4/120)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	None	None
IGF1R	amp	9.60%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	Erlotinib:PMID: 24458568
IGF1R	mut	1.70%	PI3K/AKT/MTOR pathway,MAP kinase pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	Erlotinib:PMID: 24458568
IRF2	mut	4.00%	immune system-inflammation related	27838634	Review	5.03	2017	8		None	None
IRF2	mut,homo del	0.90%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
JAK3	amp	3.00%	JAK/STAT signalling	27262756	Review	7.43	2016	12		JAK inhibitors:PMID: 22705984||JAK inhibitors:PMID: 22705984||JAK inhibitors:PMID: 18397343||JAK inhibitors:PMID: 18397343||JAK inhibitors:PMID: 18397343	None
JAK3	mut，amp	3.00%	PI3K/AKT/MTOR pathway,IL6/JAK/STAT pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	JAK inhibitors:PMID: 22705984||JAK inhibitors:PMID: 22705984||JAK inhibitors:PMID: 18397343||JAK inhibitors:PMID: 18397343||JAK inhibitors:PMID: 18397343	None
KDR	mut	0.40%	PI3K/AKT/MTOR pathway,MAP kinase pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	VEGFR inhibitors:PMID: 24569783	None
KDR	mut	5.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	VEGFR inhibitors:PMID: 24569783	None
KMT2D	mut	6.00%	Chromatin remodelling	27262756	Review	7.43	2016	12		None	None
KMT2D		3.00%		.	.	.	.	.	来源于cosmic	None	None
KMT2B	mut	3.00%	Chromatin remodelling	27262756	Review	7.43	2016	12		None	None
KMT2B	mut	12/928 (1.3)	Chromatin remodeling	26099984	Review	4.91	2015	86		None	None
MDM2	amp	1.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	Cisplatin:PMID: 27646943
MDM2	mut,amp	1.70%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	Cisplatin:PMID: 27646943
MTOR	mut	2.00%	PI3K/MTOR signalling	27262756	Review	7.43	2016	12		MTOR kinase inhibitors:PMID: 25295501||Sirolimus:PMID: 24631838||Sirolimus:PMID: 24631838||Sirolimus:PMID: 24631838	None
MTOR	mut	1.70%	PI3K/AKT/MTOR pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	MTOR kinase inhibitors:PMID: 25295501||Sirolimus:PMID: 24631838||Sirolimus:PMID: 24631838||Sirolimus:PMID: 24631838	None
NCOR1	del	22.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	None
NCOR1	mut	2.00%	chromatin remodeling，β-catenin	25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	None	None
NRAS	mut	1.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	ERK inhibitors:PMID: 23614898||MEK inhibitor:PMID: 25294897;Sorafenib:PMID: 25294897||Selumetinib:PMID: 22194965	Cetuximab:PMID: 24024839, 20619739, 23325582;Cetuximab:FDA;Panitumumab:PMID: 24024839, 20619739, 23325582;Vemurafenib:PMID: 20179705||Dabrafenib:PMID: 25452114||Dabrafenib:PMID: 24265153;Vemurafenib:PMID: 22194965
NRAS	mut	2.40%	RAS/RAF kinase	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	ERK inhibitors:PMID: 23614898||MEK inhibitor:PMID: 25294897;Sorafenib:PMID: 25294897||Selumetinib:PMID: 22194965	Cetuximab:PMID: 24024839, 20619739, 23325582;Cetuximab:FDA;Panitumumab:PMID: 24024839, 20619739, 23325582;Vemurafenib:PMID: 20179705||Dabrafenib:PMID: 25452114||Dabrafenib:PMID: 24265153;Vemurafenib:PMID: 22194965
PDGFRA	mut	1.70%	PI3K/AKT/MTOR pathway,MAP kinase pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	Crenolanib:ASCO 2016 (abstr 11010);Dasatinib:PMID: 18794084;HSP90 inhibitors:PMID: 18794084;Imatinib:PMID: 12949711;Imatinib:PMID: 14645423;Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16954519;Imatinib:PMID: 18955458;Imatinib:PMID: 20043176;Imatinib:PMID: 20568982;Imatinib:PMID: 22718859;Imatinib:PMID: 26130666;Sunitinib:PMID: 25735500||Crenolanib:PMID: 24132921;Imatinib:PMID: 24132921||Crenolanib:PMID: 24132921;Imatinib:PMID: 24132921||Crenolanib:PMID: 24132921;Imatinib:PMID: 24132921||Crenolanib:PMID: 24132921;Imatinib:PMID: 24132921||Crenolanib:PMID: 24132921||Dasatinib:PMID: 16397263;Sorafenib:ASCO 2011 (abstr 10009);Sunitinib:PMID: 18955458||Imatinib:NCCN guidelines||Imatinib:NCCN guidelines||Imatinib:NCCN guidelines;Regorafenib:NCCN guidelines;Sunitinib:NCCN guidelines||Imatinib:EMA||Imatinib:EMA||Sunitinib:PMID: 24086736	Imatinib:PMID: 22718859, 16638875;Sunitinib:PMID: 22718859, 16638875||Imatinib:PMID: 12660384||Imatinib:PMID: 14645423, 18955458
PDGFRA	mut	9/928 (1)	PDGFR signalling	26099984	Review	4.91	2015	86		Crenolanib:ASCO 2016 (abstr 11010);Dasatinib:PMID: 18794084;HSP90 inhibitors:PMID: 18794084;Imatinib:PMID: 12949711;Imatinib:PMID: 14645423;Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16954519;Imatinib:PMID: 18955458;Imatinib:PMID: 20043176;Imatinib:PMID: 20568982;Imatinib:PMID: 22718859;Imatinib:PMID: 26130666;Sunitinib:PMID: 25735500||Crenolanib:PMID: 24132921;Imatinib:PMID: 24132921||Crenolanib:PMID: 24132921;Imatinib:PMID: 24132921||Crenolanib:PMID: 24132921;Imatinib:PMID: 24132921||Crenolanib:PMID: 24132921;Imatinib:PMID: 24132921||Crenolanib:PMID: 24132921||Dasatinib:PMID: 16397263;Sorafenib:ASCO 2011 (abstr 10009);Sunitinib:PMID: 18955458||Imatinib:NCCN guidelines||Imatinib:NCCN guidelines||Imatinib:NCCN guidelines;Regorafenib:NCCN guidelines;Sunitinib:NCCN guidelines||Imatinib:EMA||Imatinib:EMA||Sunitinib:PMID: 24086736	Imatinib:PMID: 22718859, 16638875;Sunitinib:PMID: 22718859, 16638875||Imatinib:PMID: 12660384||Imatinib:PMID: 14645423, 18955458
SMC3	mut	3.00%	epigenetic regulation	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
SMC3	mut	3.00%	Epigenetic regulation	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
ZNF226	mut	3.3%（4/120）		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	None	None
ZNF226	mut	3.3%(4/120)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	None	None
A2M	mut	2.60%	hepatic differentiation	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
